TIME_PERIOD,INDEX_TYPE,COICOP_1999,TYPE_OF_TRANSFORMATION,COUNTRY,FREQUENCY,COMMON_REFERENCE_PERIOD,OVERLAP,SCALE,ACCESS_SHARING_LEVEL,SECURITY_CLASSIFICATION,METHODOLOGY,IFS_FLAG,value
2024-M07,CPI,CP02,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,4.940137246313315
2024-M08,CPI,CP02,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,5.216006515463358
2024-M09,CPI,CP02,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,4.962590261868173
2024-M10,CPI,CP02,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,4.045119467630447
2024-M11,CPI,CP02,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,4.010402897950158
2024-M12,CPI,CP02,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,3.983155064920202
2020-Q1,CPI,CP02,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,3.189099376338341
2020-Q2,CPI,CP02,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,3.494105784960712
2020-Q3,CPI,CP02,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,3.33155872746366
2020-Q4,CPI,CP02,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,3.633693467768257
2021-Q1,CPI,CP02,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,4.25990917183083
2021-Q2,CPI,CP02,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,4.152160729526944
2021-Q3,CPI,CP02,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,4.311948578558104
2021-Q4,CPI,CP02,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,5.111227130967065
2022-Q1,CPI,CP02,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,4.724006949787978
2022-Q2,CPI,CP02,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,5.323682827220916
2022-Q3,CPI,CP02,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,5.700631415946956
2022-Q4,CPI,CP02,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,5.326009828913806
2023-Q1,CPI,CP02,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,5.504277498669423
2023-Q2,CPI,CP02,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,4.858796971697941
2023-Q3,CPI,CP02,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,4.173707461600751
2023-Q4,CPI,CP02,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,4.616294388885531
2024-Q1,CPI,CP02,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,4.283938920402072
2024-Q2,CPI,CP02,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,4.568242949684884
2024-Q3,CPI,CP02,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,5.039630871588251
2024-Q4,CPI,CP02,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,4.012860233211008
2020,CPI,CP03,IX,USA,A,2010A,,0,PUBLIC_OPEN,PUB,,,99.95249481541285
2021,CPI,CP03,IX,USA,A,2010A,,0,PUBLIC_OPEN,PUB,,,102.3453812004622
2022,CPI,CP03,IX,USA,A,2010A,,0,PUBLIC_OPEN,PUB,,,107.8876233570389
2023,CPI,CP03,IX,USA,A,2010A,,0,PUBLIC_OPEN,PUB,,,110.7835006297301
2024,CPI,CP03,IX,USA,A,2010A,,0,PUBLIC_OPEN,PUB,,,111.8385740336132
2020-M01,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,102.0612314507237
2020-M02,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,105.0797055912457
2020-M03,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,104.653480966638
2020-M04,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,100.2949904504884
2020-M05,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,97.18661781594253
2020-M06,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,97.1950788506742
2020-M07,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,96.65039973982319
2020-M08,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,98.42404414544872
2020-M09,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,100.9105307272171
2020-M10,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,100.8788018469734
2020-M11,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,98.92324519461702
2020-M12,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,97.17181100516213
2021-M01,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,99.60224323183324
2021-M02,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,101.6392373434819
2021-M03,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,101.9882550261631
2021-M04,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,101.8867226093831
2021-M05,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,102.0495975279677
2021-M06,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,101.5884711350919
2021-M07,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,100.5001705427313
2021-M08,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,102.320350639381
2021-M09,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,104.2706191450301
2021-M10,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,105.2563296912692
2021-M11,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,104.0643814234457
2021-M12,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,102.9781960897681
2022-M01,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,105.0215359774654
2022-M02,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,108.5677671593751
2022-M03,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,109.3831993816394
2022-M04,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,108.062220334158
2022-M05,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,107.8168503269397
2022-M06,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,107.5270598873801
2022-M07,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,106.2579046776302
2022-M08,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,108.0611627048165
2022-M09,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,110.1954587158793
2022-M10,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,109.8961496122466
2022-M11,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,107.8380029137688
2022-M12,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,106.0241685931679
2023-M01,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,108.0780847742799
2023-M02,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,111.8876656622126
2023-M03,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,112.6999249964525
2023-M04,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,111.7142144502134
2023-M05,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,111.4825936244341
2023-M06,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,110.4989983368779
2023-M07,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,109.1410022624454
2023-M08,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,111.2456846519474
2023-M09,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,113.1557632426211
2023-M10,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,112.9939459533779
2023-M11,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,109.3398365786396
2023-M12,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,107.1642930232599
2024-M01,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,108.4810415533755
2024-M02,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,112.6586774521357
2024-M03,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,113.7173644229354
2024-M04,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,113.8093781756423
2024-M05,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,112.9854849186463
2024-M06,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,111.6327769909211
2024-M07,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,109.7819256433692
2024-M08,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,112.0135235538461
2024-M09,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,114.879699069198
2024-M10,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,113.2234515204744
2024-M11,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,110.3667946691956
2024-M12,CPI,CP03,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,108.5127704336192
2020-Q1,CPI,CP03,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,103.9314726695358
2020-Q2,CPI,CP03,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,98.22556237236837
2020-Q3,CPI,CP03,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,98.661658204163
2020-Q4,CPI,CP03,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,98.99128601558417
2021-Q1,CPI,CP03,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,101.0765785338261
2021-Q2,CPI,CP03,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,101.8415970908142
2021-Q3,CPI,CP03,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,102.3637134423808
2021-Q4,CPI,CP03,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,104.0996357348277
2022-Q1,CPI,CP03,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,107.6575008394933
2022-Q2,CPI,CP03,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,107.8020435161593
2022-Q3,CPI,CP03,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,108.171508699442
2022-Q4,CPI,CP03,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,107.9194403730611
2023-Q1,CPI,CP03,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,110.8885584776483
2023-Q2,CPI,CP03,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,111.2319354705085
2023-Q3,CPI,CP03,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,111.1808167190046
2023-Q4,CPI,CP03,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,109.8326918517591
2024-Q1,CPI,CP03,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,111.6190278094822
2024-Q2,CPI,CP03,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,112.8092133617366
2024-Q3,CPI,CP03,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,112.2250494221378
2024-Q4,CPI,CP03,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,110.7010055410964
2020,CPI,CP03,POP_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,,,-4.453169100115386
2021,CPI,CP03,POP_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,,,2.39402367041304
2022,CPI,CP03,POP_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,,,5.415234270046053
2023,CPI,CP03,POP_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,,,2.684160780062512
2024,CPI,CP03,POP_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,,,0.9523741332289677
2020-M01,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.104289336378662
2020-M02,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.957512953367952
2020-M03,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-0.4056203071844248
2020-M04,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-4.164687572636999
2020-M05,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-3.099230201413049
2020-M06,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.008705966852035105
2020-M07,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-0.5603978280503569
2020-M08,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.835113367766786
2020-M09,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.526299953793718
2020-M10,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-0.03144258583821147
2020-M11,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-1.938520894927789
2020-M12,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-1.770498112965471
2021-M01,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.501170042556896
2021-M02,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.045128749668189
2021-M03,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.3433887264440227
2021-M04,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-0.09955304829360384
2021-M05,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.1598588259718939
2021-M06,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-0.4518649794276981
2021-M07,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-1.071283562200068
2021-M08,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.811121400909249
2021-M09,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.906041655899566
2021-M10,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.9453387294728482
2021-M11,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-1.132424312456688
2021-M12,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-1.043762831066887
2022-M01,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.984245175470039
2022-M02,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,3.376670459924162
2022-M03,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.7510813233058974
2022-M04,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-1.207661738684829
2022-M05,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-0.2270636365415672
2022-M06,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-0.2687802868297957
2022-M07,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-1.180312389345683
2022-M08,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.697057769638035
2022-M09,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.975081479451516
2022-M10,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-0.2716165503738397
2022-M11,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-1.872810563190509
2022-M12,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-1.681999176163628
2023-M01,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.937215078755498
2023-M02,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,3.52484122557221
2023-M03,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.7259596752086153
2023-M04,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-0.8746328325153079
2023-M05,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-0.20733335226783
2023-M06,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-0.8822859744990911
2023-M07,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-1.228966863837428
2023-M08,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.928406690311479
2023-M09,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.716991177365425
2023-M10,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-0.1430040190672764
2023-M11,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-3.233898368542693
2023-M12,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-1.989708072972106
2024-M01,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.228719467061478
2024-M02,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,3.851028565857468
2024-M03,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.9397296282387968
2024-M04,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.08091442601912954
2024-M05,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-0.7239238718310924
2024-M06,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-1.197240449690683
2024-M07,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-1.657981999052506
2024-M08,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.032755298651193
2024-M09,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.558776319516544
2024-M10,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-1.441723439513848
2024-M11,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-2.523025762699193
2024-M12,CPI,CP03,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-1.679875039529326
2020-Q1,CPI,CP03,POP_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,0.1729551200152347
2020-Q2,CPI,CP03,POP_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,-5.490069707094544
2020-Q3,CPI,CP03,POP_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,0.443973871222454
2020-Q4,CPI,CP03,POP_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,0.334099200663203
2021-Q1,CPI,CP03,POP_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,2.106541496908771
2021-Q2,CPI,CP03,POP_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,0.7568702543013764
2021-Q3,CPI,CP03,POP_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,0.5126749446996774
2021-Q4,CPI,CP03,POP_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,1.695837552263115
2022-Q1,CPI,CP03,POP_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,3.417749812044036
2022-Q2,CPI,CP03,POP_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,0.1342615939798741
2022-Q3,CPI,CP03,POP_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,0.3427255840723631
2022-Q4,CPI,CP03,POP_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,-0.2330265422120347
2023-Q1,CPI,CP03,POP_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,2.751235638661033
2023-Q2,CPI,CP03,POP_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,0.3096595334760476
2023-Q3,CPI,CP03,POP_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,-0.045956901934385
2023-Q4,CPI,CP03,POP_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,-1.212551685649796
2024-Q1,CPI,CP03,POP_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,1.626415530390635
2024-Q2,CPI,CP03,POP_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,1.066292706191526
2024-Q3,CPI,CP03,POP_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,-0.5178335369874503
2024-Q4,CPI,CP03,POP_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,-1.358024691358045
2020-M01,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,28.65
2020-M02,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,28.65
2020-M03,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,28.65
2020-M04,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,28.65
2020-M05,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,28.65
2020-M06,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,28.65
2020-M07,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,28.65
2020-M08,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,28.65
2020-M09,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,28.65
2020-M10,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,28.65
2020-M11,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,28.65
2020-M12,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,28.65
2021-M01,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,27.195
2021-M02,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,27.195
2021-M03,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,27.195
2021-M04,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,27.195
2021-M05,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,27.195
2021-M06,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,27.195
2021-M07,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,27.195
2021-M08,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,27.195
2021-M09,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,27.195
2021-M10,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,27.195
2021-M11,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,27.195
2021-M12,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,27.195
2022-M01,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,26.61583
2022-M02,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,26.61583
2022-M03,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,26.61583
2022-M04,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,26.61583
2022-M05,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,26.61583
2022-M06,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,26.61583
2022-M07,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,26.61583
2022-M08,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,26.61583
2022-M09,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,26.61583
2022-M10,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,26.61583
2022-M11,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,26.61583
2022-M12,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,26.61583
2023-M01,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,23.61333
2023-M02,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,23.61333
2023-M03,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,23.61333
2023-M04,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,23.61333
2023-M05,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,23.61333
2023-M06,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,23.61333
