TIME_PERIOD,INDEX_TYPE,COICOP_1999,TYPE_OF_TRANSFORMATION,COUNTRY,FREQUENCY,COMMON_REFERENCE_PERIOD,OVERLAP,SCALE,ACCESS_SHARING_LEVEL,SECURITY_CLASSIFICATION,METHODOLOGY,IFS_FLAG,value
2023-M07,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,23.61333
2023-M08,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,23.61333
2023-M09,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,23.61333
2023-M10,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,23.61333
2023-M11,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,23.61333
2023-M12,CPI,CP03,WGT,USA,M,,,0,PUBLIC_OPEN,PUB,,,23.61333
2020-M01,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.865028650286503
2020-M02,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.865028650286503
2020-M03,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.865028650286503
2020-M04,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.865028650286503
2020-M05,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.865028650286503
2020-M06,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.865028650286503
2020-M07,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.865028650286503
2020-M08,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.865028650286503
2020-M09,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.865028650286503
2020-M10,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.865028650286503
2020-M11,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.865028650286503
2020-M12,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.865028650286503
2021-M01,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.71951370634908
2021-M02,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.71951370634908
2021-M03,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.71951370634908
2021-M04,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.71951370634908
2021-M05,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.71951370634908
2021-M06,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.71951370634908
2021-M07,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.71951370634908
2021-M08,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.71951370634908
2021-M09,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.71951370634908
2021-M10,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.71951370634908
2021-M11,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.71951370634908
2021-M12,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.71951370634908
2022-M01,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.661580604577456
2022-M02,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.661580604577456
2022-M03,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.661580604577456
2022-M04,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.661580604577456
2022-M05,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.661580604577456
2022-M06,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.661580604577456
2022-M07,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.661580604577456
2022-M08,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.661580604577456
2022-M09,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.661580604577456
2022-M10,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.661580604577456
2022-M11,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.661580604577456
2022-M12,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.661580604577456
2023-M01,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.361328985740724
2023-M02,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.361328985740724
2023-M03,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.361328985740724
2023-M04,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.361328985740724
2023-M05,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.361328985740724
2023-M06,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.361328985740724
2023-M07,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.361328985740724
2023-M08,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.361328985740724
2023-M09,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.361328985740724
2023-M10,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.361328985740724
2023-M11,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.361328985740724
2023-M12,CPI,CP03,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.361328985740724
2020,CPI,CP03,YOY_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,,,-4.453169100115386
2021,CPI,CP03,YOY_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,,,2.39402367041304
2022,CPI,CP03,YOY_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,,,5.415234270046053
2023,CPI,CP03,YOY_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,,,2.684160780062512
2024,CPI,CP03,YOY_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,,,0.9523741332289677
2020-M01,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-1.037820986135063
2020-M02,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-0.9135334596588441
2020-M03,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-1.46187474481916
2020-M04,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-5.181378234611855
2020-M05,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-7.276341547092925
2020-M06,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-6.556376910327744
2020-M07,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-5.898344179915972
2020-M08,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-5.52566393242912
2020-M09,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-5.864477682623626
2020-M10,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-5.191590875205026
2020-M11,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-4.796172833223045
2020-M12,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-3.739287136181705
2021-M01,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-2.409326424870434
2021-M02,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-3.274151015560543
2021-M03,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-2.546715040777798
2021-M04,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.58705051144152
2021-M05,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,5.003754448204951
2021-M06,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,4.520179762565443
2021-M07,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,3.983191806005409
2021-M08,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,3.958693760006864
2021-M09,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,3.329769840271718
2021-M10,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,4.33939317690968
2021-M11,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,5.197096212032113
2021-M12,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,5.975380127779571
2022-M01,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,5.440934430581313
2022-M02,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,6.816786505863648
2022-M03,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,7.25078035071712
2022-M04,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,6.061140810712639
2022-M05,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,5.651421405548834
2022-M06,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,5.84573100267558
2022-M07,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,5.729078969523529
2022-M08,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,5.610625872138069
2022-M09,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,5.682175496252051
2022-M10,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,4.408114870228335
2022-M11,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,3.626237372197461
2022-M12,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.957881006911955
2023-M01,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.91040191744134
2023-M02,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,3.057904375949781
2023-M03,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,3.032207536041254
2023-M04,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,3.379529038698662
2023-M05,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,3.399972533401356
2023-M06,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.763898178384585
2023-M07,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.713301747820141
2023-M08,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.946962504771346
2023-M09,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.68641245405081
2023-M10,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.818839742849451
2023-M11,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.392675702712819
2023-M12,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.075343900565582
2024-M01,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.3728385638375917
2024-M02,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.6890945354519903
2024-M03,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.9027862498709971
2024-M04,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.875467446770287
2024-M05,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.348095021250748
2024-M06,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.026053331801844
2024-M07,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.5872434443863788
2024-M08,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.6902190447216225
2024-M09,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.523506869800835
2024-M10,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.2031131536827607
2024-M11,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.9392350699348168
2024-M12,CPI,CP03,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.258327165062914
2020-Q1,CPI,CP03,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,-1.138829178976531
2020-Q2,CPI,CP03,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,-6.333939575272081
2020-Q3,CPI,CP03,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,-5.76316959174605
2020-Q4,CPI,CP03,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,-4.588577486612124
2021-Q1,CPI,CP03,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,-2.746900493546573
2021-Q2,CPI,CP03,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,3.681358122173551
2021-Q3,CPI,CP03,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,3.752273482528589
2021-Q4,CPI,CP03,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,5.160403430297212
2022-Q1,CPI,CP03,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,6.510828127670389
2022-Q2,CPI,CP03,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,5.852663936554383
2022-Q3,CPI,CP03,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,5.673685588136007
2022-Q4,CPI,CP03,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,3.669373683461835
2023-Q1,CPI,CP03,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,3.001237826403
2023-Q2,CPI,CP03,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,3.18165764068755
2023-Q3,CPI,CP03,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,2.781978411638927
2023-Q4,CPI,CP03,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,1.772851556757689
2024-Q1,CPI,CP03,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,0.6587418412343596
2024-Q2,CPI,CP03,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,1.418008132786912
2024-Q3,CPI,CP03,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,0.9392202125771081
2024-Q4,CPI,CP03,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,0.7905785378630806
2020,CPI,CP04,IX,USA,A,2010A,,0,PUBLIC_OPEN,PUB,CPI,,129.2693767034219
2021,CPI,CP04,IX,USA,A,2010A,,0,PUBLIC_OPEN,PUB,CPI,,133.1739316315442
2022,CPI,CP04,IX,USA,A,2010A,,0,PUBLIC_OPEN,PUB,CPI,,142.3571797566666
2023,CPI,CP04,IX,USA,A,2010A,,0,PUBLIC_OPEN,PUB,CPI,,152.2421041380906
2024,CPI,CP04,IX,USA,A,2010A,,0,PUBLIC_OPEN,PUB,CPI,,160.0145180540463
2020-M01,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,128.1261912820421
2020-M02,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,128.3089584409569
2020-M03,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,128.4457666066943
2020-M04,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,128.544097475818
2020-M05,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,128.8016816003705
2020-M06,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,129.2121060975826
2020-M07,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,129.4750342911092
2020-M08,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,129.6631455189981
2020-M09,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,129.8854587883214
2020-M10,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,130.0703635748258
2020-M11,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,130.2285480164597
2020-M12,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,130.4711687478846
2021-M01,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,130.7223399896681
2021-M02,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,131.1060441420097
2021-M03,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,131.3465272458449
2021-M04,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,131.6575520601385
2021-M05,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,132.0989721574006
2021-M06,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,132.7637743377807
2021-M07,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,133.2030568074531
2021-M08,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,133.6957799668667
2021-M09,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,134.347756381709
2021-M10,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,135.1814311416712
2021-M11,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,135.7382831287742
2021-M12,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,136.2256622192136
2022-M01,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,137.2709621105509
2022-M02,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,137.8214012148849
2022-M03,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,138.5909471471578
2022-M04,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,139.3113276448687
2022-M05,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,140.5735967365551
2022-M06,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,142.1543723390989
2022-M07,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,142.9142989472183
2022-M08,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,144.0825124249603
2022-M09,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,145.2304184406006
2022-M10,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,145.9347667313892
2022-M11,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,146.6594224842795
2022-M12,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,147.7421308584355
2023-M01,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,149.0834921709389
2023-M02,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,149.6285872062988
2023-M03,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,149.8466252204428
2023-M04,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,150.2720131107825
2023-M05,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,150.7957318702459
2023-M06,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,151.76942123733
2023-M07,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,152.4769759695031
2023-M08,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,153.1652920533694
2023-M09,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,154.0021732547161
2023-M10,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,154.529098455564
2023-M11,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,155.3531538913728
2023-M12,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,155.9826852165238
2024-M01,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,157.0418796871938
2024-M02,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,157.6628605019861
2024-M03,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,158.1801663786807
2024-M04,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,158.4730213584623
2024-M05,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,159.0255980903859
2024-M06,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,159.6989507811247
2024-M07,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,160.2568715820225
2024-M08,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,160.8265493346633
2024-M09,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,161.4646311701729
2024-M10,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,162.0620980814792
2024-M11,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,162.4404581648466
2024-M12,CPI,CP04,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,CPI,,163.0411315175374
2020-Q1,CPI,CP04,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,CPI,,128.2936387765644
2020-Q2,CPI,CP04,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,CPI,,128.852628391257
2020-Q3,CPI,CP04,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,CPI,,129.6745461994762
2020-Q4,CPI,CP04,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,CPI,,130.25669344639
2021-Q1,CPI,CP04,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,CPI,,131.0583037925076
2021-Q2,CPI,CP04,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,CPI,,132.1734328517733
2021-Q3,CPI,CP04,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,CPI,,133.7488643853429
2021-Q4,CPI,CP04,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,CPI,,135.715125496553
2022-Q1,CPI,CP04,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,CPI,,137.8944368241979
2022-Q2,CPI,CP04,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,CPI,,140.6797655735076
2022-Q3,CPI,CP04,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,CPI,,144.0757432709264
2022-Q4,CPI,CP04,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,CPI,,146.7787733580347
2023-Q1,CPI,CP04,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,CPI,,149.5195681992268
2023-Q2,CPI,CP04,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,CPI,,150.9457220727861
2023-Q3,CPI,CP04,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,CPI,,153.2148137591962
2023-Q4,CPI,CP04,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,CPI,,155.2883125211535
2024-Q1,CPI,CP04,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,CPI,,157.6283021892869
2024-Q2,CPI,CP04,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,CPI,,159.0658567433243
2024-Q3,CPI,CP04,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,CPI,,160.8493506956196
2024-Q4,CPI,CP04,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,CPI,,162.5145625879544
2020,CPI,CP04,POP_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,CPI,,2.58817325832327
2021,CPI,CP04,POP_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,CPI,,3.020479426523716
2022,CPI,CP04,POP_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,CPI,,6.895679967255103
2023,CPI,CP04,POP_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,CPI,,6.943748392824625
2024,CPI,CP04,POP_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,CPI,,5.105298537456999
2020-M01,CPI,CP04,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,CPI,,0.3641934997739729
2020-M02,CPI,CP04,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,CPI,,0.1426462123676787
2020-M03,CPI,CP04,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,CPI,,0.1066240170598487
